"Participant_ID","Accuracy","AccuracyAtLeast75","AccuracyAtLeast90","Age","Sex","Education","Trial","Cue","Flanker","RT","Visual_Acuity"
178,1,1,1,68,"Male",6,94,"SPATIAL","CONGRUENT",571,0.8
178,1,1,1,68,"Male",6,77,"DOUBLE","CONGRUENT",744,0.8
178,1,1,1,68,"Male",6,81,"DOUBLE","CONGRUENT",667,0.8
178,1,1,1,68,"Male",6,9,"SPATIAL","CONGRUENT",736,0.8
178,1,1,1,68,"Male",6,55,"CENTRAL","INCONGRUENT",761,0.8
178,1,1,1,68,"Male",6,23,"NOCUE","CONGRUENT",721,0.8
178,1,1,1,68,"Male",6,22,"DOUBLE","CONGRUENT",765,0.8
178,1,1,1,68,"Male",6,41,"CENTRAL","INCONGRUENT",725,0.8
178,1,1,1,68,"Male",6,1,"NOCUE","INCONGRUENT",1098,0.8
178,1,1,1,68,"Male",6,75,"NOCUE","INCONGRUENT",702,0.8
178,1,1,1,68,"Male",6,42,"DOUBLE","CONGRUENT",730,0.8
178,1,1,1,68,"Male",6,18,"CENTRAL","CONGRUENT",942,0.8
178,1,1,1,68,"Male",6,12,"CENTRAL","CONGRUENT",681,0.8
178,1,1,1,68,"Male",6,34,"SPATIAL","CONGRUENT",651,0.8
178,1,1,1,68,"Male",6,49,"DOUBLE","INCONGRUENT",675,0.8
178,1,1,1,68,"Male",6,46,"SPATIAL","CONGRUENT",699,0.8
178,1,1,1,68,"Male",6,36,"CENTRAL","CONGRUENT",558,0.8
178,1,1,1,68,"Male",6,89,"CENTRAL","CONGRUENT",718,0.8
178,1,1,1,68,"Male",6,61,"SPATIAL","CONGRUENT",601,0.8
179,1,1,1,72,"Male",6,69,"CENTRAL","INCONGRUENT",825,0.8
179,1,1,1,72,"Male",6,94,"DOUBLE","CONGRUENT",553,0.8
179,1,1,1,72,"Male",6,68,"SPATIAL","INCONGRUENT",724,0.8
179,1,1,1,72,"Male",6,96,"SPATIAL","CONGRUENT",556,0.8
179,1,1,1,72,"Male",6,9,"DOUBLE","INCONGRUENT",482,0.8
179,1,1,1,72,"Male",6,89,"DOUBLE","INCONGRUENT",645,0.8
179,1,1,1,72,"Male",6,44,"NOCUE","CONGRUENT",594,0.8
179,1,1,1,72,"Male",6,19,"DOUBLE","CONGRUENT",590,0.8
179,1,1,1,72,"Male",6,92,"SPATIAL","CONGRUENT",494,0.8
179,1,1,1,72,"Male",6,31,"CENTRAL","INCONGRUENT",562,0.8
179,1,1,1,72,"Male",6,41,"DOUBLE","INCONGRUENT",619,0.8
179,1,1,1,72,"Male",6,71,"DOUBLE","CONGRUENT",599,0.8
179,1,1,1,72,"Male",6,66,"SPATIAL","INCONGRUENT",485,0.8
179,1,1,1,72,"Male",6,57,"SPATIAL","INCONGRUENT",785,0.8
179,1,1,1,72,"Male",6,22,"NOCUE","CONGRUENT",824,0.8
179,1,1,1,72,"Male",6,80,"NOCUE","CONGRUENT",662,0.8
179,1,1,1,72,"Male",6,74,"SPATIAL","CONGRUENT",414,0.8
179,1,1,1,72,"Male",6,88,"NOCUE","CONGRUENT",516,0.8
179,1,1,1,72,"Male",6,7,"SPATIAL","INCONGRUENT",980,0.8
179,1,1,1,72,"Male",6,25,"DOUBLE","CONGRUENT",798,0.8
179,1,1,1,72,"Male",6,67,"SPATIAL","INCONGRUENT",596,0.8
179,1,1,1,72,"Male",6,39,"NOCUE","INCONGRUENT",614,0.8
179,1,1,1,72,"Male",6,85,"NOCUE","INCONGRUENT",606,0.8
179,1,1,1,72,"Male",6,37,"SPATIAL","INCONGRUENT",505,0.8
179,1,1,1,72,"Male",6,90,"CENTRAL","CONGRUENT",608,0.8
179,1,1,1,72,"Male",6,34,"DOUBLE","CONGRUENT",731,0.8
179,1,1,1,72,"Male",6,72,"DOUBLE","CONGRUENT",582,0.8
179,1,1,1,72,"Male",6,77,"CENTRAL","CONGRUENT",535,0.8
179,1,1,1,72,"Male",6,45,"NOCUE","CONGRUENT",443,0.8
179,0,1,1,72,"Male",6,59,"NOCUE","CONGRUENT",NA,0.8
179,1,1,1,72,"Male",6,48,"CENTRAL","CONGRUENT",423,0.8
179,1,1,1,72,"Male",6,56,"DOUBLE","INCONGRUENT",487,0.8
179,1,1,1,72,"Male",6,55,"NOCUE","INCONGRUENT",557,0.8
179,1,1,1,72,"Male",6,3,"DOUBLE","INCONGRUENT",814,0.8
179,1,1,1,72,"Male",6,12,"DOUBLE","INCONGRUENT",523,0.8
179,1,1,1,72,"Male",6,30,"SPATIAL","CONGRUENT",624,0.8
179,1,1,1,72,"Male",6,18,"SPATIAL","CONGRUENT",713,0.8
179,1,1,1,72,"Male",6,8,"SPATIAL","CONGRUENT",527,0.8
179,1,1,1,72,"Male",6,49,"DOUBLE","CONGRUENT",701,0.8
179,1,1,1,72,"Male",6,15,"SPATIAL","INCONGRUENT",608,0.8
179,1,1,1,72,"Male",6,50,"NOCUE","INCONGRUENT",695,0.8
179,1,1,1,72,"Male",6,76,"SPATIAL","CONGRUENT",556,0.8
179,1,1,1,72,"Male",6,46,"SPATIAL","INCONGRUENT",394,0.8
179,1,1,1,72,"Male",6,23,"SPATIAL","CONGRUENT",557,0.8
179,1,1,1,72,"Male",6,87,"CENTRAL","INCONGRUENT",545,0.8
179,1,1,1,72,"Male",6,20,"SPATIAL","INCONGRUENT",534,0.8
179,1,1,1,72,"Male",6,82,"NOCUE","INCONGRUENT",556,0.8
179,1,1,1,72,"Male",6,78,"SPATIAL","CONGRUENT",535,0.8
179,1,1,1,72,"Male",6,84,"CENTRAL","INCONGRUENT",460,0.8
179,1,1,1,72,"Male",6,70,"CENTRAL","INCONGRUENT",678,0.8
179,1,1,1,72,"Male",6,64,"NOCUE","CONGRUENT",589,0.8
179,1,1,1,72,"Male",6,53,"NOCUE","INCONGRUENT",392,0.8
179,1,1,1,72,"Male",6,33,"NOCUE","INCONGRUENT",589,0.8
179,1,1,1,72,"Male",6,16,"NOCUE","CONGRUENT",719,0.8
179,1,1,1,72,"Male",6,83,"CENTRAL","INCONGRUENT",467,0.8
179,1,1,1,72,"Male",6,5,"DOUBLE","CONGRUENT",575,0.8
179,1,1,1,72,"Male",6,91,"CENTRAL","INCONGRUENT",430,0.8
179,1,1,1,72,"Male",6,29,"SPATIAL","INCONGRUENT",701,0.8
179,1,1,1,72,"Male",6,58,"NOCUE","INCONGRUENT",468,0.8
179,1,1,1,72,"Male",6,42,"CENTRAL","CONGRUENT",545,0.8
179,1,1,1,72,"Male",6,62,"NOCUE","CONGRUENT",530,0.8
179,1,1,1,72,"Male",6,1,"CENTRAL","CONGRUENT",604,0.8
179,1,1,1,72,"Male",6,93,"NOCUE","INCONGRUENT",709,0.8
179,1,1,1,72,"Male",6,52,"CENTRAL","INCONGRUENT",613,0.8
179,1,1,1,72,"Male",6,75,"NOCUE","INCONGRUENT",637,0.8
179,1,1,1,72,"Male",6,24,"NOCUE","CONGRUENT",424,0.8
179,1,1,1,72,"Male",6,6,"NOCUE","INCONGRUENT",457,0.8
179,1,1,1,72,"Male",6,38,"NOCUE","CONGRUENT",471,0.8
179,1,1,1,72,"Male",6,43,"CENTRAL","INCONGRUENT",454,0.8
179,1,1,1,72,"Male",6,17,"DOUBLE","INCONGRUENT",787,0.8
179,1,1,1,72,"Male",6,11,"NOCUE","CONGRUENT",647,0.8
179,1,1,1,72,"Male",6,10,"SPATIAL","CONGRUENT",793,0.8
179,1,1,1,72,"Male",6,40,"DOUBLE","INCONGRUENT",710,0.8
179,1,1,1,72,"Male",6,35,"DOUBLE","INCONGRUENT",578,0.8
179,1,1,1,72,"Male",6,36,"DOUBLE","CONGRUENT",572,0.8
179,1,1,1,72,"Male",6,63,"CENTRAL","CONGRUENT",766,0.8
179,1,1,1,72,"Male",6,60,"CENTRAL","CONGRUENT",518,0.8
179,1,1,1,72,"Male",6,65,"DOUBLE","INCONGRUENT",696,0.8
179,1,1,1,72,"Male",6,28,"DOUBLE","CONGRUENT",481,0.8
179,1,1,1,72,"Male",6,51,"CENTRAL","CONGRUENT",816,0.8
179,1,1,1,72,"Male",6,21,"SPATIAL","INCONGRUENT",533,0.8
179,1,1,1,72,"Male",6,86,"DOUBLE","CONGRUENT",604,0.8
179,1,1,1,72,"Male",6,79,"NOCUE","INCONGRUENT",712,0.8
179,1,1,1,72,"Male",6,2,"CENTRAL","INCONGRUENT",894,0.8
179,1,1,1,72,"Male",6,81,"SPATIAL","CONGRUENT",597,0.8
179,1,1,1,72,"Male",6,47,"SPATIAL","CONGRUENT",504,0.8
179,1,1,1,72,"Male",6,14,"DOUBLE","INCONGRUENT",772,0.8
179,1,1,1,72,"Male",6,95,"CENTRAL","CONGRUENT",488,0.8
179,1,1,1,72,"Male",6,13,"CENTRAL","INCONGRUENT",439,0.8
179,1,1,1,72,"Male",6,54,"CENTRAL","CONGRUENT",691,0.8
179,1,1,1,72,"Male",6,4,"CENTRAL","CONGRUENT",543,0.8
179,1,1,1,72,"Male",6,61,"DOUBLE","CONGRUENT",635,0.8
179,1,1,1,72,"Male",6,73,"SPATIAL","INCONGRUENT",433,0.8
179,1,1,1,72,"Male",6,32,"DOUBLE","INCONGRUENT",568,0.8
179,1,1,1,72,"Male",6,27,"CENTRAL","INCONGRUENT",513,0.8
179,1,1,1,72,"Male",6,26,"CENTRAL","CONGRUENT",494,0.8
180,1,1,1,70,"Male",4,41,"DOUBLE","CONGRUENT",969,0.9
180,1,1,1,70,"Male",4,42,"NOCUE","CONGRUENT",778,0.9
180,1,1,1,70,"Male",4,81,"SPATIAL","INCONGRUENT",1070,0.9
180,1,1,1,70,"Male",4,65,"NOCUE","CONGRUENT",841,0.9
180,1,1,1,70,"Male",4,2,"NOCUE","INCONGRUENT",880,0.9
180,1,1,1,70,"Male",4,44,"CENTRAL","INCONGRUENT",806,0.9
180,1,1,1,70,"Male",4,4,"DOUBLE","CONGRUENT",1358,0.9
180,1,1,1,70,"Male",4,92,"CENTRAL","INCONGRUENT",646,0.9
180,1,1,1,70,"Male",4,45,"NOCUE","CONGRUENT",693,0.9
180,1,1,1,70,"Male",4,91,"CENTRAL","INCONGRUENT",759,0.9
180,1,1,1,70,"Male",4,54,"SPATIAL","INCONGRUENT",1540,0.9
180,1,1,1,70,"Male",4,77,"NOCUE","INCONGRUENT",746,0.9
180,1,1,1,70,"Male",4,52,"NOCUE","INCONGRUENT",939,0.9
180,1,1,1,70,"Male",4,79,"SPATIAL","CONGRUENT",736,0.9
180,1,1,1,70,"Male",4,37,"CENTRAL","INCONGRUENT",1005,0.9
180,1,1,1,70,"Male",4,22,"CENTRAL","CONGRUENT",797,0.9
180,1,1,1,70,"Male",4,80,"NOCUE","CONGRUENT",913,0.9
180,1,1,1,70,"Male",4,61,"CENTRAL","CONGRUENT",1169,0.9
180,1,1,1,70,"Male",4,88,"NOCUE","INCONGRUENT",1299,0.9
180,1,1,1,70,"Male",4,84,"SPATIAL","CONGRUENT",1282,0.9
180,1,1,1,70,"Male",4,70,"CENTRAL","INCONGRUENT",699,0.9
180,1,1,1,70,"Male",4,49,"CENTRAL","CONGRUENT",859,0.9
180,1,1,1,70,"Male",4,19,"CENTRAL","INCONGRUENT",1141,0.9
180,1,1,1,70,"Male",4,7,"NOCUE","INCONGRUENT",1366,0.9
180,1,1,1,70,"Male",4,30,"DOUBLE","INCONGRUENT",1220,0.9
180,1,1,1,70,"Male",4,3,"CENTRAL","INCONGRUENT",908,0.9
180,1,1,1,70,"Male",4,86,"DOUBLE","INCONGRUENT",792,0.9
180,1,1,1,70,"Male",4,85,"SPATIAL","CONGRUENT",803,0.9
180,1,1,1,70,"Male",4,12,"NOCUE","INCONGRUENT",817,0.9
180,1,1,1,70,"Male",4,76,"DOUBLE","INCONGRUENT",859,0.9
180,1,1,1,70,"Male",4,64,"NOCUE","CONGRUENT",834,0.9
180,1,1,1,70,"Male",4,24,"CENTRAL","CONGRUENT",1105,0.9
180,1,1,1,70,"Male",4,26,"NOCUE","CONGRUENT",907,0.9
180,1,1,1,70,"Male",4,53,"SPATIAL","INCONGRUENT",1034,0.9
180,1,1,1,70,"Male",4,58,"DOUBLE","INCONGRUENT",722,0.9
180,1,1,1,70,"Male",4,23,"CENTRAL","CONGRUENT",1018,0.9
180,1,1,1,70,"Male",4,6,"SPATIAL","INCONGRUENT",1188,0.9
180,1,1,1,70,"Male",4,96,"SPATIAL","CONGRUENT",676,0.9
180,1,1,1,70,"Male",4,69,"SPATIAL","INCONGRUENT",820,0.9
180,1,1,1,70,"Male",4,18,"SPATIAL","CONGRUENT",923,0.9
180,1,1,1,70,"Male",4,13,"DOUBLE","CONGRUENT",1059,0.9
180,1,1,1,70,"Male",4,57,"DOUBLE","INCONGRUENT",692,0.9
180,1,1,1,70,"Male",4,16,"SPATIAL","CONGRUENT",1051,0.9
180,1,1,1,70,"Male",4,71,"CENTRAL","CONGRUENT",761,0.9
180,1,1,1,70,"Male",4,40,"DOUBLE","INCONGRUENT",859,0.9
180,1,1,1,70,"Male",4,90,"CENTRAL","CONGRUENT",714,0.9
180,1,1,1,70,"Male",4,95,"CENTRAL","CONGRUENT",724,0.9
180,1,1,1,70,"Male",4,20,"DOUBLE","CONGRUENT",918,0.9
180,1,1,1,70,"Male",4,66,"SPATIAL","INCONGRUENT",996,0.9
180,1,1,1,70,"Male",4,32,"SPATIAL","CONGRUENT",727,0.9
180,1,1,1,70,"Male",4,47,"NOCUE","CONGRUENT",1197,0.9
180,1,1,1,70,"Male",4,62,"DOUBLE","CONGRUENT",748,0.9
180,1,1,1,70,"Male",4,34,"NOCUE","INCONGRUENT",1336,0.9
180,1,1,1,70,"Male",4,56,"NOCUE","INCONGRUENT",1087,0.9
180,1,1,1,70,"Male",4,68,"NOCUE","INCONGRUENT",918,0.9
180,1,1,1,70,"Male",4,72,"CENTRAL","INCONGRUENT",1054,0.9
180,1,1,1,70,"Male",4,73,"DOUBLE","INCONGRUENT",724,0.9
180,1,1,1,70,"Male",4,5,"CENTRAL","CONGRUENT",1247,0.9
180,1,1,1,70,"Male",4,83,"SPATIAL","INCONGRUENT",1124,0.9
180,1,1,1,70,"Male",4,63,"SPATIAL","CONGRUENT",671,0.9
180,1,1,1,70,"Male",4,14,"NOCUE","CONGRUENT",839,0.9
180,1,1,1,70,"Male",4,48,"CENTRAL","CONGRUENT",866,0.9
180,1,1,1,70,"Male",4,39,"DOUBLE","INCONGRUENT",1113,0.9
180,1,1,1,70,"Male",4,93,"DOUBLE","CONGRUENT",675,0.9
180,1,1,1,70,"Male",4,1,"CENTRAL","INCONGRUENT",1423,0.9
180,1,1,1,70,"Male",4,89,"DOUBLE","CONGRUENT",980,0.9
180,1,1,1,70,"Male",4,74,"NOCUE","INCONGRUENT",936,0.9
180,1,1,1,70,"Male",4,21,"NOCUE","INCONGRUENT",1429,0.9
180,1,1,1,70,"Male",4,10,"CENTRAL","INCONGRUENT",1268,0.9
180,1,1,1,70,"Male",4,35,"DOUBLE","CONGRUENT",814,0.9
180,1,1,1,70,"Male",4,31,"DOUBLE","CONGRUENT",636,0.9
180,1,1,1,70,"Male",4,27,"NOCUE","CONGRUENT",854,0.9
180,1,1,1,70,"Male",4,8,"SPATIAL","INCONGRUENT",1134,0.9
180,1,1,1,70,"Male",4,38,"SPATIAL","INCONGRUENT",890,0.9
180,1,1,1,70,"Male",4,82,"NOCUE","INCONGRUENT",682,0.9
180,1,1,1,70,"Male",4,51,"SPATIAL","INCONGRUENT",921,0.9
180,1,1,1,70,"Male",4,25,"SPATIAL","CONGRUENT",761,0.9
180,1,1,1,70,"Male",4,29,"SPATIAL","CONGRUENT",569,0.9
180,1,1,1,70,"Male",4,43,"DOUBLE","CONGRUENT",683,0.9
180,1,1,1,70,"Male",4,28,"DOUBLE","CONGRUENT",820,0.9
180,1,1,1,70,"Male",4,17,"CENTRAL","CONGRUENT",784,0.9
180,1,1,1,70,"Male",4,11,"DOUBLE","INCONGRUENT",1117,0.9
180,1,1,1,70,"Male",4,78,"DOUBLE","INCONGRUENT",735,0.9
180,1,1,1,70,"Male",4,46,"NOCUE","CONGRUENT",834,0.9
180,1,1,1,70,"Male",4,67,"DOUBLE","INCONGRUENT",1076,0.9
180,1,1,1,70,"Male",4,60,"SPATIAL","CONGRUENT",666,0.9
180,1,1,1,70,"Male",4,87,"NOCUE","CONGRUENT",1195,0.9
180,1,1,1,70,"Male",4,59,"SPATIAL","CONGRUENT",629,0.9
180,1,1,1,70,"Male",4,55,"DOUBLE","INCONGRUENT",884,0.9
180,1,1,1,70,"Male",4,36,"NOCUE","CONGRUENT",914,0.9
180,1,1,1,70,"Male",4,50,"SPATIAL","INCONGRUENT",1341,0.9
180,1,1,1,70,"Male",4,94,"CENTRAL","CONGRUENT",789,0.9
180,1,1,1,70,"Male",4,33,"DOUBLE","CONGRUENT",861,0.9
181,1,1,1,79,"Male",9,81,"DOUBLE","CONGRUENT",779,0.3
181,1,1,1,79,"Male",9,58,"SPATIAL","INCONGRUENT",818,0.3
181,1,1,1,79,"Male",9,64,"SPATIAL","CONGRUENT",989,0.3
181,1,1,1,79,"Male",9,61,"CENTRAL","CONGRUENT",531,0.3
181,1,1,1,79,"Male",9,18,"SPATIAL","CONGRUENT",668,0.3
181,1,1,1,79,"Male",9,56,"SPATIAL","CONGRUENT",564,0.3
181,1,1,1,79,"Male",9,70,"CENTRAL","CONGRUENT",675,0.3
181,1,1,1,79,"Male",9,51,"CENTRAL","INCONGRUENT",670,0.3
181,1,1,1,79,"Male",9,3,"CENTRAL","INCONGRUENT",1075,0.3
181,1,1,1,79,"Male",9,23,"CENTRAL","INCONGRUENT",892,0.3
181,1,1,1,79,"Male",9,37,"NOCUE","CONGRUENT",723,0.3
181,1,1,1,79,"Male",9,1,"SPATIAL","INCONGRUENT",980,0.3
181,1,1,1,79,"Male",9,94,"CENTRAL","INCONGRUENT",712,0.3
181,1,1,1,79,"Male",9,57,"NOCUE","INCONGRUENT",831,0.3
181,1,1,1,79,"Male",9,53,"DOUBLE","CONGRUENT",721,0.3
181,1,1,1,79,"Male",9,80,"CENTRAL","CONGRUENT",663,0.3
181,1,1,1,79,"Male",9,25,"SPATIAL","CONGRUENT",752,0.3
181,1,1,1,79,"Male",9,28,"CENTRAL","INCONGRUENT",635,0.3
181,1,1,1,79,"Male",9,71,"DOUBLE","INCONGRUENT",626,0.3
181,1,1,1,79,"Male",9,79,"DOUBLE","INCONGRUENT",694,0.3
181,1,1,1,79,"Male",9,89,"CENTRAL","INCONGRUENT",795,0.3
181,1,1,1,79,"Male",9,32,"SPATIAL","INCONGRUENT",1181,0.3
181,1,1,1,79,"Male",9,87,"CENTRAL","CONGRUENT",559,0.3
181,1,1,1,79,"Male",9,12,"DOUBLE","CONGRUENT",882,0.3
181,1,1,1,79,"Male",9,93,"NOCUE","CONGRUENT",723,0.3
181,1,1,1,79,"Male",9,44,"CENTRAL","CONGRUENT",847,0.3
181,1,1,1,79,"Male",9,49,"NOCUE","INCONGRUENT",714,0.3
181,1,1,1,79,"Male",9,27,"NOCUE","INCONGRUENT",645,0.3
181,1,1,1,79,"Male",9,45,"DOUBLE","INCONGRUENT",730,0.3
181,0,1,1,79,"Male",9,76,"DOUBLE","INCONGRUENT",NA,0.3
181,1,1,1,79,"Male",9,46,"CENTRAL","INCONGRUENT",572,0.3
181,1,1,1,79,"Male",9,42,"SPATIAL","CONGRUENT",710,0.3
181,1,1,1,79,"Male",9,67,"NOCUE","CONGRUENT",562,0.3
181,1,1,1,79,"Male",9,84,"SPATIAL","INCONGRUENT",660,0.3
181,1,1,1,79,"Male",9,19,"DOUBLE","CONGRUENT",641,0.3
181,1,1,1,79,"Male",9,21,"CENTRAL","INCONGRUENT",705,0.3
181,1,1,1,79,"Male",9,40,"DOUBLE","INCONGRUENT",835,0.3
181,1,1,1,79,"Male",9,95,"CENTRAL","CONGRUENT",756,0.3
181,1,1,1,79,"Male",9,66,"DOUBLE","CONGRUENT",726,0.3
181,1,1,1,79,"Male",9,52,"DOUBLE","CONGRUENT",582,0.3
181,1,1,1,79,"Male",9,2,"CENTRAL","INCONGRUENT",841,0.3
181,1,1,1,79,"Male",9,35,"DOUBLE","CONGRUENT",711,0.3
181,1,1,1,79,"Male",9,50,"DOUBLE","CONGRUENT",655,0.3
181,1,1,1,79,"Male",9,6,"DOUBLE","CONGRUENT",594,0.3
181,1,1,1,79,"Male",9,38,"DOUBLE","INCONGRUENT",628,0.3
181,1,1,1,79,"Male",9,91,"NOCUE","CONGRUENT",792,0.3
181,1,1,1,79,"Male",9,17,"CENTRAL","CONGRUENT",798,0.3
181,1,1,1,79,"Male",9,82,"SPATIAL","INCONGRUENT",652,0.3
181,1,1,1,79,"Male",9,65,"NOCUE","INCONGRUENT",726,0.3
181,1,1,1,79,"Male",9,55,"NOCUE","INCONGRUENT",529,0.3
181,1,1,1,79,"Male",9,14,"SPATIAL","INCONGRUENT",823,0.3
181,1,1,1,79,"Male",9,43,"NOCUE","CONGRUENT",646,0.3
181,1,1,1,79,"Male",9,48,"NOCUE","INCONGRUENT",716,0.3
181,1,1,1,79,"Male",9,41,"NOCUE","CONGRUENT",650,0.3
181,1,1,1,79,"Male",9,74,"NOCUE","INCONGRUENT",620,0.3
181,1,1,1,79,"Male",9,85,"DOUBLE","CONGRUENT",618,0.3
181,1,1,1,79,"Male",9,54,"DOUBLE","INCONGRUENT",680,0.3
181,1,1,1,79,"Male",9,33,"SPATIAL","CONGRUENT",798,0.3
181,1,1,1,79,"Male",9,16,"DOUBLE","CONGRUENT",952,0.3
181,1,1,1,79,"Male",9,30,"NOCUE","CONGRUENT",968,0.3
181,1,1,1,79,"Male",9,75,"DOUBLE","INCONGRUENT",645,0.3
181,0,1,1,79,"Male",9,73,"SPATIAL","INCONGRUENT",NA,0.3
181,1,1,1,79,"Male",9,72,"SPATIAL","INCONGRUENT",401,0.3
181,1,1,1,79,"Male",9,88,"SPATIAL","CONGRUENT",494,0.3
181,1,1,1,79,"Male",9,31,"NOCUE","INCONGRUENT",755,0.3
181,1,1,1,79,"Male",9,10,"SPATIAL","CONGRUENT",614,0.3
181,1,1,1,79,"Male",9,22,"CENTRAL","CONGRUENT",649,0.3
181,1,1,1,79,"Male",9,24,"SPATIAL","INCONGRUENT",718,0.3
181,1,1,1,79,"Male",9,20,"NOCUE","INCONGRUENT",952,0.3
181,1,1,1,79,"Male",9,92,"SPATIAL","CONGRUENT",677,0.3
181,1,1,1,79,"Male",9,83,"CENTRAL","CONGRUENT",645,0.3
181,1,1,1,79,"Male",9,86,"CENTRAL","INCONGRUENT",926,0.3
181,0,1,1,79,"Male",9,77,"NOCUE","INCONGRUENT",NA,0.3
181,1,1,1,79,"Male",9,13,"SPATIAL","INCONGRUENT",641,0.3
181,1,1,1,79,"Male",9,62,"DOUBLE","INCONGRUENT",665,0.3
181,1,1,1,79,"Male",9,26,"NOCUE","CONGRUENT",852,0.3
181,1,1,1,79,"Male",9,34,"SPATIAL","CONGRUENT",883,0.3
181,1,1,1,79,"Male",9,63,"CENTRAL","INCONGRUENT",569,0.3
181,1,1,1,79,"Male",9,47,"CENTRAL","CONGRUENT",827,0.3
181,1,1,1,79,"Male",9,29,"CENTRAL","INCONGRUENT",734,0.3
181,1,1,1,79,"Male",9,60,"DOUBLE","INCONGRUENT",670,0.3
181,1,1,1,79,"Male",9,36,"NOCUE","INCONGRUENT",788,0.3
181,1,1,1,79,"Male",9,15,"NOCUE","CONGRUENT",847,0.3
181,1,1,1,79,"Male",9,78,"NOCUE","CONGRUENT",708,0.3
181,1,1,1,79,"Male",9,59,"NOCUE","CONGRUENT",712,0.3
181,1,1,1,79,"Male",9,69,"SPATIAL","CONGRUENT",712,0.3
181,1,1,1,79,"Male",9,68,"NOCUE","INCONGRUENT",497,0.3
181,1,1,1,79,"Male",9,96,"SPATIAL","INCONGRUENT",686,0.3
181,1,1,1,79,"Male",9,90,"DOUBLE","INCONGRUENT",709,0.3
181,1,1,1,79,"Male",9,9,"DOUBLE","CONGRUENT",1457,0.3
181,1,1,1,79,"Male",9,11,"NOCUE","CONGRUENT",699,0.3
181,1,1,1,79,"Male",9,39,"CENTRAL","CONGRUENT",647,0.3
181,1,1,1,79,"Male",9,4,"CENTRAL","CONGRUENT",910,0.3
181,0,1,1,79,"Male",9,7,"SPATIAL","INCONGRUENT",NA,0.3
182,1,1,0,68,"Female",12,17,"CENTRAL","INCONGRUENT",1207,1
182,1,1,0,68,"Female",12,96,"SPATIAL","INCONGRUENT",493,1
182,1,1,0,68,"Female",12,13,"DOUBLE","INCONGRUENT",1118,1
182,1,1,0,68,"Female",12,76,"DOUBLE","CONGRUENT",503,1
182,1,1,0,68,"Female",12,73,"CENTRAL","CONGRUENT",548,1
182,0,1,0,68,"Female",12,19,"DOUBLE","INCONGRUENT",NA,1
182,1,1,0,68,"Female",12,1,"NOCUE","INCONGRUENT",1566,1
182,1,1,0,68,"Female",12,37,"NOCUE","INCONGRUENT",508,1
182,1,1,0,68,"Female",12,14,"CENTRAL","INCONGRUENT",1200,1
182,1,1,0,68,"Female",12,49,"SPATIAL","INCONGRUENT",532,1
182,1,1,0,68,"Female",12,85,"DOUBLE","CONGRUENT",562,1
182,1,1,0,68,"Female",12,71,"NOCUE","CONGRUENT",560,1
182,1,1,0,68,"Female",12,83,"CENTRAL","CONGRUENT",655,1
182,0,1,0,68,"Female",12,16,"DOUBLE","INCONGRUENT",NA,1
182,1,1,0,68,"Female",12,86,"SPATIAL","CONGRUENT",510,1
182,1,1,0,68,"Female",12,33,"DOUBLE","CONGRUENT",860,1
182,1,1,0,68,"Female",12,63,"SPATIAL","CONGRUENT",587,1
182,1,1,0,68,"Female",12,5,"DOUBLE","CONGRUENT",944,1
182,1,1,0,68,"Female",12,15,"CENTRAL","CONGRUENT",1047,1
182,1,1,0,68,"Female",12,93,"SPATIAL","CONGRUENT",463,1
182,1,1,0,68,"Female",12,57,"DOUBLE","INCONGRUENT",717,1
182,1,1,0,68,"Female",12,72,"SPATIAL","CONGRUENT",573,1
182,1,1,0,68,"Female",12,69,"NOCUE","INCONGRUENT",710,1
182,1,1,0,68,"Female",12,81,"DOUBLE","CONGRUENT",643,1
182,1,1,0,68,"Female",12,38,"NOCUE","CONGRUENT",397,1
182,1,1,0,68,"Female",12,59,"DOUBLE","CONGRUENT",689,1
182,1,1,0,68,"Female",12,43,"DOUBLE","CONGRUENT",705,1
182,1,1,0,68,"Female",12,40,"CENTRAL","CONGRUENT",744,1
182,1,1,0,68,"Female",12,22,"SPATIAL","CONGRUENT",1043,1
182,1,1,0,68,"Female",12,51,"NOCUE","CONGRUENT",690,1
182,1,1,0,68,"Female",12,32,"SPATIAL","CONGRUENT",969,1
182,1,1,0,68,"Female",12,58,"DOUBLE","INCONGRUENT",1002,1
182,1,1,0,68,"Female",12,52,"NOCUE","CONGRUENT",706,1
182,1,1,0,68,"Female",12,18,"CENTRAL","CONGRUENT",814,1
182,1,1,0,68,"Female",12,68,"NOCUE","CONGRUENT",814,1
182,1,1,0,68,"Female",12,62,"NOCUE","INCONGRUENT",738,1
182,1,1,0,68,"Female",12,4,"CENTRAL","INCONGRUENT",1494,1
182,1,1,0,68,"Female",12,74,"CENTRAL","CONGRUENT",576,1
182,1,1,0,68,"Female",12,44,"NOCUE","INCONGRUENT",534,1
182,1,1,0,68,"Female",12,91,"CENTRAL","INCONGRUENT",467,1
182,1,1,0,68,"Female",12,48,"CENTRAL","CONGRUENT",672,1
182,1,1,0,68,"Female",12,50,"NOCUE","INCONGRUENT",653,1
182,1,1,0,68,"Female",12,47,"NOCUE","CONGRUENT",620,1
182,1,1,0,68,"Female",12,23,"NOCUE","CONGRUENT",577,1
182,1,1,0,68,"Female",12,75,"DOUBLE","INCONGRUENT",509,1
